   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
   1   20  -12   0.729749    13.219718    -0.000000      13.2197   -1.#IND0   -1.#IND0    4
   8   17   -6   0.729739    -4.564387     0.000000      4.56439   -1.#IND0   -1.#IND0    4
   5    8  -20   0.729712    -9.327269    -0.000000      9.32727   -1.#IND0   -1.#IND0    4
   6   20    0   0.729594    15.584149    -0.000000      15.5841   -1.#IND0   -1.#IND0    4
   2   24   -1   0.729582     0.318105    -0.000000     0.318105   -1.#IND0   -1.#IND0    4
   8   11  -16   0.729519     6.080833     0.000000      6.08083   -1.#IND0   -1.#IND0    4
   7   19   -4   0.729511    -2.150920     0.000000      2.15092   -1.#IND0   -1.#IND0    4
   4    2   16   0.729436     2.175907     0.000000      2.17591   -1.#IND0   -1.#IND0    4
   9   14   -3   0.729429    -6.567629     0.000000      6.56763   -1.#IND0   -1.#IND0    4
   3   23    2   0.729410    -2.931289    -0.000000      2.93129   -1.#IND0   -1.#IND0    4
   6   20   -8   0.729368     9.542164    -0.000000      9.54216   -1.#IND0   -1.#IND0    4
   4   19  -13   0.729313     4.761684    -0.000000      4.76168   -1.#IND0   -1.#IND0    4
   2   23   -7   0.729303     2.319893     0.000000      2.31989   -1.#IND0   -1.#IND0    4
  11    4   -6   0.729301     6.300537     0.000000      6.30054   -1.#IND0   -1.#IND0    4
   3   23   -6   0.729297    -6.232006    -0.000000      6.23201   -1.#IND0   -1.#IND0    4
   2   24   -2   0.729270    -0.247601    -0.000000     0.247601   -1.#IND0   -1.#IND0    4
   1   14  -17   0.729269     3.328555    -0.000000      3.32856   -1.#IND0   -1.#IND0    4
   2    2  -21   0.729209    -5.809711     0.000000      5.80971   -1.#IND0   -1.#IND0    4
   4   16  -16   0.729203    13.101120     0.000000      13.1011   -1.#IND0   -1.#IND0    4
   9   14   -9   0.729175    -1.804199    -0.000000       1.8042   -1.#IND0   -1.#IND0    4
   0    2   20   0.729095     2.798669    -0.000000      2.79867   -1.#IND0   -1.#IND0    4
  10    4  -15   0.728852     2.884881     0.000000      2.88488   -1.#IND0   -1.#IND0    4
   8   15  -12   0.728825    -2.539263     0.000000      2.53926   -1.#IND0   -1.#IND0    4
  10    3    2   0.728802     4.052687    -0.000000      4.05269   -1.#IND0   -1.#IND0    4
   7   15    5   0.728798    -2.581389     0.000000      2.58139   -1.#IND0   -1.#IND0    4
  10   10   -3   0.728734    -7.878510     0.000000      7.87851   -1.#IND0   -1.#IND0    4
   0   13   17   0.728661     4.762879    -0.000000      4.76288   -1.#IND0   -1.#IND0    4
   8   17   -4   0.728606     6.976287     0.000000      6.97629   -1.#IND0   -1.#IND0    4
  11    3  -10   0.728548   -10.002597    -0.000000      10.0026   -1.#IND0   -1.#IND0    4
   2    5   18   0.728501    -5.776125     0.000000      5.77612   -1.#IND0   -1.#IND0    4
   4   21  -10   0.728419    -4.171194     0.000000      4.17119   -1.#IND0   -1.#IND0    4
   7    1   11   0.728401   -11.747075     0.000000      11.7471   -1.#IND0   -1.#IND0    4
   1   24   -4   0.728358     1.053766    -0.000000      1.05377   -1.#IND0   -1.#IND0    4
   2    9   17   0.728339     2.522911     0.000000      2.52291   -1.#IND0   -1.#IND0    4
  11    2   -4   0.728296     2.310259     0.000000      2.31026   -1.#IND0   -1.#IND0    4
  11    4   -9   0.728242     8.270248     0.000000      8.27025   -1.#IND0   -1.#IND0    4
   7   19   -6   0.728239     3.682534     0.000000      3.68253   -1.#IND0   -1.#IND0    4
   7   14    6   0.728163    11.127968    -0.000000       11.128   -1.#IND0   -1.#IND0    4
   7   10  -18   0.728153     9.643012     0.000000      9.64301   -1.#IND0   -1.#IND0    4
   2   24    0   0.728084    -0.089873    -0.000000    0.0898735   -1.#IND0   -1.#IND0    4
   9    8    4   0.728082    10.811727    -0.000000      10.8117   -1.#IND0   -1.#IND0    4
   5    4  -21   0.727968    -4.044247    -0.000000      4.04425   -1.#IND0   -1.#IND0    4
   5   17    8   0.727941     5.151542     0.000000      5.15154   -1.#IND0   -1.#IND0    4
   1   17  -15   0.727923    -5.766001     0.000000        5.766   -1.#IND0   -1.#IND0    4
  10   11   -7   0.727776    -4.133059    -0.000000      4.13306   -1.#IND0   -1.#IND0    4
   0    8   19   0.727706    -9.807654     0.000000      9.80765   -1.#IND0   -1.#IND0    4
  11    1  -11   0.727660    14.458654     0.000000      14.4587   -1.#IND0   -1.#IND0    4
   8   17   -7   0.727593    -1.595943     0.000000      1.59594   -1.#IND0   -1.#IND0    4
   2   21  -11   0.727571     1.480796    -0.000000       1.4808   -1.#IND0   -1.#IND0    4
   7    4  -20   0.727566    -1.136833    -0.000000      1.13683   -1.#IND0   -1.#IND0    4
   5   20    4   0.727552     3.061743    -0.000000      3.06174   -1.#IND0   -1.#IND0    4
   8    4  -19   0.727548    -0.117348     0.000000     0.117348   -1.#IND0   -1.#IND0    4
  10   11   -6   0.727522    11.340730    -0.000000      11.3407   -1.#IND0   -1.#IND0    4
   9    0    6   0.727482     4.973242    -0.000000      4.97324   -1.#IND0   -1.#IND0    2
   7   19   -3   0.727437     1.948845    -0.000000      1.94884   -1.#IND0   -1.#IND0    4
   6    7   12   0.727356    -9.630068     0.000000      9.63007   -1.#IND0   -1.#IND0    4
   9    8  -16   0.727242     9.698244     0.000000      9.69824   -1.#IND0   -1.#IND0    4
   2    8  -20   0.727230     1.661366     0.000000      1.66137   -1.#IND0   -1.#IND0    4
   2   24   -3   0.727156     3.731388    -0.000000      3.73139   -1.#IND0   -1.#IND0    4
   5    6   14   0.727124     2.113924     0.000000      2.11392   -1.#IND0   -1.#IND0    4
   3   22    5   0.727110     0.364754    -0.000000     0.364754   -1.#IND0   -1.#IND0    4
   4    5  -21   0.727071    11.192379     0.000000      11.1924   -1.#IND0   -1.#IND0    4
  10    6    1   0.727036   -11.285030    -0.000000       11.285   -1.#IND0   -1.#IND0    4
   2   13  -18   0.727002     5.933893     0.000000      5.93389   -1.#IND0   -1.#IND0    4
   1   23    6   0.726985    -0.172186     0.000000     0.172186   -1.#IND0   -1.#IND0    4
   3   22   -9   0.726914     3.843214     0.000000      3.84321   -1.#IND0   -1.#IND0    4
   9    1    6   0.726876     1.361192    -0.000000      1.36119   -1.#IND0   -1.#IND0    4
   0   24    4   0.726875    -1.922059     0.000000      1.92206   -1.#IND0   -1.#IND0    4
   6    1   13   0.726872   -20.694946     0.000000      20.6949   -1.#IND0   -1.#IND0    4
   1   22    8   0.726758    10.372165    -0.000000      10.3722   -1.#IND0   -1.#IND0    4
   5   16    9   0.726732     0.720327     0.000000     0.720327   -1.#IND0   -1.#IND0    4
   7   18  -10   0.726609     4.518915    -0.000000      4.51892   -1.#IND0   -1.#IND0    4
   7    2   11   0.726578    -2.794982    -0.000000      2.79498   -1.#IND0   -1.#IND0    4
   7    7   10   0.726483    -5.388722    -0.000000      5.38872   -1.#IND0   -1.#IND0    4
   9    0  -18   0.726477     2.090762     0.000000      2.09076   -1.#IND0   -1.#IND0    2
   6    7  -20   0.726462     2.622486    -0.000000      2.62249   -1.#IND0   -1.#IND0    4
   7   16    4   0.726416     0.977421    -0.000000     0.977421   -1.#IND0   -1.#IND0    4
   4    3   16   0.726393     1.072100     0.000000       1.0721   -1.#IND0   -1.#IND0    4
  10    9  -12   0.726369    -4.194475    -0.000000      4.19447   -1.#IND0   -1.#IND0    4
   0   11   18   0.726350     1.530551     0.000000      1.53055   -1.#IND0   -1.#IND0    4
   3   15   13   0.726316    -1.419481    -0.000000      1.41948   -1.#IND0   -1.#IND0    4
   1   24    3   0.726294     1.169473     0.000000      1.16947   -1.#IND0   -1.#IND0    4
   9    6    5   0.726254    -3.477935    -0.000000      3.47794   -1.#IND0   -1.#IND0    4
  10   11   -8   0.726233    -0.879176     0.000000     0.879176   -1.#IND0   -1.#IND0    4
   2    3  -21   0.726169     8.833367    -0.000000      8.83337   -1.#IND0   -1.#IND0    4
  10    8  -13   0.726160     2.762004     0.000000        2.762   -1.#IND0   -1.#IND0    4
   5   18    7   0.726140     5.128644     0.000000      5.12864   -1.#IND0   -1.#IND0    4
   0    3   20   0.726056    -0.414225     0.000000     0.414225   -1.#IND0   -1.#IND0    4
  11    4   -5   0.726052     1.718155    -0.000000      1.71815   -1.#IND0   -1.#IND0    4
   6    1  -21   0.725925     0.965551     0.000000     0.965551   -1.#IND0   -1.#IND0    4
   3   15  -17   0.725898     0.063580     0.000000    0.0635804   -1.#IND0   -1.#IND0    4
   9    1  -18   0.725873     8.860742    -0.000000      8.86074   -1.#IND0   -1.#IND0    4
   1    9   18   0.725862     7.297173    -0.000000      7.29717   -1.#IND0   -1.#IND0    4
  11    2  -11   0.725843    -1.864944     0.000000      1.86494   -1.#IND0   -1.#IND0    4
   4   18    9   0.725824     7.066724    -0.000000      7.06672   -1.#IND0   -1.#IND0    4
   0   23    7   0.725761    -0.169580    -0.000000      0.16958   -1.#IND0   -1.#IND0    4
   9   11    2   0.725745    -0.142962     0.000000     0.142962   -1.#IND0   -1.#IND0    4
   4    8   15   0.725636    -6.570289    -0.000000      6.57029   -1.#IND0   -1.#IND0    4
   3    5   17   0.725591    -3.768479     0.000000      3.76848   -1.#IND0   -1.#IND0    4
  10   11   -5   0.725479     4.001030    -0.000000      4.00103   -1.#IND0   -1.#IND0    4
   1    5   19   0.725423     5.719095    -0.000000      5.71909   -1.#IND0   -1.#IND0    4
   5   21    2   0.725385     3.488184    -0.000000      3.48818   -1.#IND0   -1.#IND0    4
   8   17   -3   0.725353     0.283677    -0.000000     0.283677   -1.#IND0   -1.#IND0    4
   9    6  -17   0.725337    -1.331835     0.000000      1.33183   -1.#IND0   -1.#IND0    4
   2   11  -19   0.725291    -1.806165     0.000000      1.80617   -1.#IND0   -1.#IND0    4
  11    5   -7   0.725283    19.077939     0.000000      19.0779   -1.#IND0   -1.#IND0    4
  11    3   -4   0.725267     5.276967    -0.000000      5.27697   -1.#IND0   -1.#IND0    4
   1   10  -19   0.725242   -12.318136    -0.000000      12.3181   -1.#IND0   -1.#IND0    4
   4   17   10   0.725230     3.592297    -0.000000       3.5923   -1.#IND0   -1.#IND0    4
   9   12    1   0.725223     8.207443     0.000000      8.20744   -1.#IND0   -1.#IND0    4
   4    9  -20   0.725150    -9.357898    -0.000000       9.3579   -1.#IND0   -1.#IND0    4
   7    8  -19   0.725124    19.520778     0.000000      19.5208   -1.#IND0   -1.#IND0    4
   4   22   -8   0.725121     1.706789    -0.000000      1.70679   -1.#IND0   -1.#IND0    4
   8   13    4   0.725086     1.711839     0.000000      1.71184   -1.#IND0   -1.#IND0    4
   9   11  -14   0.725079    -2.277832    -0.000000      2.27783   -1.#IND0   -1.#IND0    4
   9    2    6   0.725064     8.070324    -0.000000      8.07032   -1.#IND0   -1.#IND0    4
   3    5  -21   0.725064    -7.453131    -0.000000      7.45313   -1.#IND0   -1.#IND0    4
   6    2   13   0.725061    -2.654556     0.000000      2.65456   -1.#IND0   -1.#IND0    4
   7   17  -12   0.725038    -5.608328     0.000000      5.60833   -1.#IND0   -1.#IND0    4
  11    5   -8   0.724936    14.201781     0.000000      14.2018   -1.#IND0   -1.#IND0    4
   7   19   -7   0.724922     4.195475    -0.000000      4.19547   -1.#IND0   -1.#IND0    4
   8   16    0   0.724837     5.390156    -0.000000      5.39016   -1.#IND0   -1.#IND0    4
   3    9   16   0.724833    -1.621805    -0.000000      1.62181   -1.#IND0   -1.#IND0    4
   2   24    1   0.724810     3.644566     0.000000      3.64457   -1.#IND0   -1.#IND0    4
   1   19   12   0.724785    -5.471352     0.000000      5.47135   -1.#IND0   -1.#IND0    4
   9   12  -13   0.724641     5.836241     0.000000      5.83624   -1.#IND0   -1.#IND0    4
   5   22   -3   0.724630    -1.399312    -0.000000      1.39931   -1.#IND0   -1.#IND0    4
  10    4    2   0.724563     2.558977    -0.000000      2.55898   -1.#IND0   -1.#IND0    4
   7   12  -17   0.724551   -13.494550    -0.000000      13.4945   -1.#IND0   -1.#IND0    4
   8   14    3   0.724537     5.428354     0.000000      5.42835   -1.#IND0   -1.#IND0    4
   7   13    7   0.724533    -1.682662    -0.000000      1.68266   -1.#IND0   -1.#IND0    4
   8    6    8   0.724516     8.132061    -0.000000      8.13206   -1.#IND0   -1.#IND0    4
   3   21    7   0.724505    -3.199725    -0.000000      3.19972   -1.#IND0   -1.#IND0    4
   0   22    9   0.724339    -5.468645     0.000000      5.46865   -1.#IND0   -1.#IND0    4
   1   21  -11   0.724338    -6.845063     0.000000      6.84506   -1.#IND0   -1.#IND0    4
   3    9  -20   0.724335     7.769354     0.000000      7.76935   -1.#IND0   -1.#IND0    4
   0   15   16   0.724330     2.883779    -0.000000      2.88378   -1.#IND0   -1.#IND0    4
  11    4  -10   0.724314     0.449483    -0.000000     0.449483   -1.#IND0   -1.#IND0    4
   5   22   -4   0.724310     2.840994    -0.000000      2.84099   -1.#IND0   -1.#IND0    4
   3   21  -11   0.724257    -1.174952     0.000000      1.17495   -1.#IND0   -1.#IND0    4
   6   10   11   0.724240    -2.610098     0.000000       2.6101   -1.#IND0   -1.#IND0    4
   4   21    5   0.724222    -4.339459    -0.000000      4.33946   -1.#IND0   -1.#IND0    4
   5   11  -19   0.724192    -7.985932     0.000000      7.98593   -1.#IND0   -1.#IND0    4
   6    2  -21   0.724121    -0.268528     0.000000     0.268528   -1.#IND0   -1.#IND0    4
   9    2  -18   0.724069     6.651526     0.000000      6.65153   -1.#IND0   -1.#IND0    4
  11    5   -6   0.723853   -10.924420    -0.000000      10.9244   -1.#IND0   -1.#IND0    4
   6   19    3   0.723718    -1.171371     0.000000      1.17137   -1.#IND0   -1.#IND0    4
   7   18    1   0.723699    -6.491275     0.000000      6.49127   -1.#IND0   -1.#IND0    4
   8   17   -8   0.723688     0.484068    -0.000000     0.484068   -1.#IND0   -1.#IND0    4
   2   19   11   0.723656     3.286022    -0.000000      3.28602   -1.#IND0   -1.#IND0    4
  10    9   -1   0.723613     1.143124    -0.000000      1.14312   -1.#IND0   -1.#IND0    4
   1   18   13   0.723605    -0.259988    -0.000000     0.259988   -1.#IND0   -1.#IND0    4
   7   19   -2   0.723604     3.862537     0.000000      3.86254   -1.#IND0   -1.#IND0    4
  10   10  -11   0.723593    -0.525201     0.000000     0.525201   -1.#IND0   -1.#IND0    4
   7    3   11   0.723570    -7.336844     0.000000      7.33684   -1.#IND0   -1.#IND0    4
   6   12   10   0.723568    10.718247    -0.000000      10.7182   -1.#IND0   -1.#IND0    4
   4   19    8   0.723437    -2.826061     0.000000      2.82606   -1.#IND0   -1.#IND0    4
  10    5  -15   0.723415    -3.143139     0.000000      3.14314   -1.#IND0   -1.#IND0    4
   6   10  -19   0.723413   -15.686612    -0.000000      15.6866   -1.#IND0   -1.#IND0    4
   4   23   -3   0.723376     1.334325    -0.000000      1.33433   -1.#IND0   -1.#IND0    4
   4   20  -12   0.723350     6.798834    -0.000000      6.79883   -1.#IND0   -1.#IND0    4
   6   19  -11   0.723332    -5.723219     0.000000      5.72322   -1.#IND0   -1.#IND0    4
  11    1   -3   0.723310     4.518779     0.000000      4.51878   -1.#IND0   -1.#IND0    4
   9   10    3   0.723289    -4.687933     0.000000      4.68793   -1.#IND0   -1.#IND0    4
   2   24   -4   0.723287    -5.377054     0.000000      5.37705   -1.#IND0   -1.#IND0    4
   2   22    7   0.723233     1.117270     0.000000      1.11727   -1.#IND0   -1.#IND0    4
   9   14   -2   0.723206     2.270402     0.000000       2.2704   -1.#IND0   -1.#IND0    4
   5   22   -2   0.723176    10.378404    -0.000000      10.3784   -1.#IND0   -1.#IND0    4
   4   15  -17   0.723172     1.133083     0.000000      1.13308   -1.#IND0   -1.#IND0    4
   4   23   -2   0.723100     1.549588     0.000000      1.54959   -1.#IND0   -1.#IND0    4
   2   18   12   0.723074     7.352973    -0.000000      7.35297   -1.#IND0   -1.#IND0    4
   1   20   11   0.722994    -2.556745    -0.000000      2.55675   -1.#IND0   -1.#IND0    4
  10    7  -14   0.722976     1.516629     0.000000      1.51663   -1.#IND0   -1.#IND0    4
  10   11   -9   0.722929    -7.107194     0.000000      7.10719   -1.#IND0   -1.#IND0    4
  10    8    0   0.722910    13.506088    -0.000000      13.5061   -1.#IND0   -1.#IND0    4
   6   16    7   0.722892    -1.914586    -0.000000      1.91459   -1.#IND0   -1.#IND0    4
   9   14  -10   0.722876     8.363200    -0.000000       8.3632   -1.#IND0   -1.#IND0    4
  11    3  -11   0.722844     5.274624    -0.000000      5.27462   -1.#IND0   -1.#IND0    4
  11    5   -9   0.722818    -9.035935     0.000000      9.03593   -1.#IND0   -1.#IND0    4
   6   12  -18   0.722798    11.233433     0.000000      11.2334   -1.#IND0   -1.#IND0    4
   5   20  -11   0.722752     5.354782    -0.000000      5.35478   -1.#IND0   -1.#IND0    4
  10    0  -16   0.722684   -10.209409    -0.000000      10.2094   -1.#IND0   -1.#IND0    2
   8   12    5   0.722664     0.029602     0.000000    0.0296022   -1.#IND0   -1.#IND0    4
   5   15   10   0.722559    -1.262426    -0.000000      1.26243   -1.#IND0   -1.#IND0    4
   5    5  -21   0.722550    -4.998618    -0.000000      4.99862   -1.#IND0   -1.#IND0    4
   9   10  -15   0.722548    -6.318921     0.000000      6.31892   -1.#IND0   -1.#IND0    4
   1    7  -20   0.722395    -2.908674    -0.000000      2.90867   -1.#IND0   -1.#IND0    4
   5   13  -18   0.722361     5.700077     0.000000      5.70008   -1.#IND0   -1.#IND0    4
   6   16  -15   0.722289    -7.110142    -0.000000      7.11014   -1.#IND0   -1.#IND0    4
   2   23    5   0.722271     1.066310    -0.000000      1.06631   -1.#IND0   -1.#IND0    4
   5   22   -5   0.722225     5.610214     0.000000      5.61021   -1.#IND0   -1.#IND0    4
   8   10  -17   0.722207     9.323143     0.000000      9.32314   -1.#IND0   -1.#IND0    4
   4    4   16   0.722196     4.399854    -0.000000      4.39985   -1.#IND0   -1.#IND0    4
   2   12   16   0.722183     7.830932    -0.000000      7.83093   -1.#IND0   -1.#IND0    4
   8    8  -18   0.722161    -3.502309    -0.000000      3.50231   -1.#IND0   -1.#IND0    4
   7    5  -20   0.722157    -3.585232    -0.000000      3.58523   -1.#IND0   -1.#IND0    4
   8    5  -19   0.722139    -6.041685    -0.000000      6.04169   -1.#IND0   -1.#IND0    4
   2   15  -17   0.722123     1.833980     0.000000      1.83398   -1.#IND0   -1.#IND0    4
  10    1  -16   0.722089     4.957578    -0.000000      4.95758   -1.#IND0   -1.#IND0    4
   4   22    3   0.722079     4.391710     0.000000      4.39171   -1.#IND0   -1.#IND0    4
   9    3    6   0.722075    -0.112117    -0.000000     0.112117   -1.#IND0   -1.#IND0    4
   6    3   13   0.722072   -17.022190     0.000000      17.0222   -1.#IND0   -1.#IND0    4
   2    4  -21   0.721976    -2.025439    -0.000000      2.02544   -1.#IND0   -1.#IND0    4
   4   11   14   0.721918     1.267413     0.000000      1.26741   -1.#IND0   -1.#IND0    4
   4   23   -4   0.721889    -2.239066    -0.000000      2.23907   -1.#IND0   -1.#IND0    4
   5   21   -9   0.721887    -9.697670     0.000000      9.69767   -1.#IND0   -1.#IND0    4
   2    6   18   0.721881     8.098503    -0.000000       8.0985   -1.#IND0   -1.#IND0    4
   0    4   20   0.721864     1.136948     0.000000      1.13695   -1.#IND0   -1.#IND0    4
   4   13   13   0.721814     6.750253     0.000000      6.75025   -1.#IND0   -1.#IND0    4
   9   13    0   0.721740     9.630040     0.000000      9.63004   -1.#IND0   -1.#IND0    4
   6   17    6   0.721724     1.872787    -0.000000      1.87279   -1.#IND0   -1.#IND0    4
  10   11   -4   0.721690    -9.476788     0.000000      9.47679   -1.#IND0   -1.#IND0    4
   4   16   11   0.721678     2.546726    -0.000000      2.54673   -1.#IND0   -1.#IND0    4
   6   20    1   0.721592     2.840688     0.000000      2.84069   -1.#IND0   -1.#IND0    4
   1   24   -5   0.721532     4.266913    -0.000000      4.26691   -1.#IND0   -1.#IND0    4
  11    2   -3   0.721525    -0.676639     0.000000     0.676639   -1.#IND0   -1.#IND0    4
   3   23    3   0.721400     0.198535    -0.000000     0.198535   -1.#IND0   -1.#IND0    4
   5   19    6   0.721395    -4.557647    -0.000000      4.55765   -1.#IND0   -1.#IND0    4
   1   16  -16   0.721367    14.844934     0.000000      14.8449   -1.#IND0   -1.#IND0    4
  10   10   -2   0.721362     2.046814    -0.000000      2.04681   -1.#IND0   -1.#IND0    4
   6   20   -9   0.721319    -2.127428    -0.000000      2.12743   -1.#IND0   -1.#IND0    4
   2   20   10   0.721283     6.692451    -0.000000      6.69245   -1.#IND0   -1.#IND0    4
   3   23   -7   0.721264    -1.130320     0.000000      1.13032   -1.#IND0   -1.#IND0    4
   9   13  -12   0.721248     9.233780    -0.000000      9.23378   -1.#IND0   -1.#IND0    4
   8   16  -11   0.721197     4.363021    -0.000000      4.36302   -1.#IND0   -1.#IND0    4
   6   17  -14   0.721178    -7.710905     0.000000       7.7109   -1.#IND0   -1.#IND0    4
   6    3  -21   0.721143    -3.156596    -0.000000       3.1566   -1.#IND0   -1.#IND0    4
   6   15    8   0.721113     1.637951    -0.000000      1.63795   -1.#IND0   -1.#IND0    4
   7   17    3   0.721104     3.984771    -0.000000      3.98477   -1.#IND0   -1.#IND0    4
   9    3  -18   0.721092     5.381773     0.000000      5.38177   -1.#IND0   -1.#IND0    4
  11    4   -4   0.721089     4.731639     0.000000      4.73164   -1.#IND0   -1.#IND0    4
   4   23   -1   0.721067    -0.721545     0.000000     0.721545   -1.#IND0   -1.#IND0    4
   8   15    2   0.721037     6.897466     0.000000      6.89747   -1.#IND0   -1.#IND0    4
   7   10    9   0.721028    -1.279613    -0.000000      1.27961   -1.#IND0   -1.#IND0    4
   8    1    9   0.721008     2.317465    -0.000000      2.31747   -1.#IND0   -1.#IND0    4
   2   14   15   0.720887    -2.861856     0.000000      2.86186   -1.#IND0   -1.#IND0    4
  11    0  -12   0.720815    16.354403     0.000000      16.3544   -1.#IND0   -1.#IND0    2
  11    5   -5   0.720677    -9.719246     0.000000      9.71925   -1.#IND0   -1.#IND0    4
   5   17  -15   0.720609     2.383952     0.000000      2.38395   -1.#IND0   -1.#IND0    4
   4    6  -21   0.720489     1.487854     0.000000      1.48785   -1.#IND0   -1.#IND0    4
   6   15  -16   0.720460     4.603247     0.000000      4.60325   -1.#IND0   -1.#IND0    4
   8   17   -2   0.720390     1.328233    -0.000000      1.32823   -1.#IND0   -1.#IND0    4
   1   12   17   0.720355     2.995987     0.000000      2.99599   -1.#IND0   -1.#IND0    4
   5   12   12   0.720318     8.810604    -0.000000       8.8106   -1.#IND0   -1.#IND0    4
  10    2  -16   0.720313    -8.259011    -0.000000      8.25901   -1.#IND0   -1.#IND0    4
   8    9    7   0.720308     0.093238     0.000000    0.0932378   -1.#IND0   -1.#IND0    4
  11    1  -12   0.720225     2.614751     0.000000      2.61475   -1.#IND0   -1.#IND0    4
   0   19   13   0.720031    -7.885584     0.000000      7.88558   -1.#IND0   -1.#IND0    4
   5   22   -1   0.719981    -4.712048     0.000000      4.71205   -1.#IND0   -1.#IND0    4
   7   19   -8   0.719900     5.710125    -0.000000      5.71013   -1.#IND0   -1.#IND0    4
   9   15   -6   0.719889     2.333031    -0.000000      2.33303   -1.#IND0   -1.#IND0    4
   2   24    2   0.719831     0.751199     0.000000     0.751199   -1.#IND0   -1.#IND0    4
   1   14   16   0.719653     3.032936    -0.000000      3.03294   -1.#IND0   -1.#IND0    4
   2   17   13   0.719560    -1.147324     0.000000      1.14732   -1.#IND0   -1.#IND0    4
   5    9  -20   0.719506    -0.844294    -0.000000     0.844294   -1.#IND0   -1.#IND0    4
   1   17   14   0.719498    -1.157387     0.000000      1.15739   -1.#IND0   -1.#IND0    4
   5   18  -14   0.719485    -2.369886     0.000000      2.36989   -1.#IND0   -1.#IND0    4
   7    4   11   0.719421    -1.620215     0.000000      1.62022   -1.#IND0   -1.#IND0    4
   5    7   14   0.719363   -10.080930    -0.000000      10.0809   -1.#IND0   -1.#IND0    4
  10    7    1   0.719278     2.119346     0.000000      2.11935   -1.#IND0   -1.#IND0    4
   8    2    9   0.719240     1.042178    -0.000000      1.04218   -1.#IND0   -1.#IND0    4
  10    5    2   0.719220     4.992357    -0.000000      4.99236   -1.#IND0   -1.#IND0    4
   6   21   -4   0.719098     0.385496    -0.000000     0.385496   -1.#IND0   -1.#IND0    4
   9   15   -5   0.719060    -1.942366    -0.000000      1.94237   -1.#IND0   -1.#IND0    4
   3    6   17   0.719049    -0.159010    -0.000000      0.15901   -1.#IND0   -1.#IND0    4
   9   15   -7   0.718979    -1.092957     0.000000      1.09296   -1.#IND0   -1.#IND0    4
  11    5  -10   0.718976    -3.903374    -0.000000      3.90337   -1.#IND0   -1.#IND0    4
   1   24    4   0.718954    -0.262451    -0.000000     0.262451   -1.#IND0   -1.#IND0    4
   8   14  -14   0.718942     3.089917     0.000000      3.08992   -1.#IND0   -1.#IND0    4
   0   24    5   0.718934    -0.330873     0.000000     0.330873   -1.#IND0   -1.#IND0    4
   1    6   19   0.718885     4.327127     0.000000      4.32713   -1.#IND0   -1.#IND0    4
   0   20   12   0.718857     6.959126    -0.000000      6.95913   -1.#IND0   -1.#IND0    4
   8   13  -15   0.718827     4.298101    -0.000000       4.2981   -1.#IND0   -1.#IND0    4
   5   16  -16   0.718812    17.243182     0.000000      17.2432   -1.#IND0   -1.#IND0    4
  11    6   -7   0.718750   -12.242671     0.000000      12.2427   -1.#IND0   -1.#IND0    4
  11    4  -11   0.718708    -7.664726     0.000000      7.66473   -1.#IND0   -1.#IND0    4
   1   23   -8   0.718688    -7.708924     0.000000      7.70892   -1.#IND0   -1.#IND0    4
   4   23   -5   0.718671     5.555001     0.000000        5.555   -1.#IND0   -1.#IND0    4
   5   10   13   0.718654    -3.488113    -0.000000      3.48811   -1.#IND0   -1.#IND0    4
  11    3   -3   0.718580     7.869294     0.000000      7.86929   -1.#IND0   -1.#IND0    4
   3    6  -21   0.718536    -4.899302    -0.000000       4.8993   -1.#IND0   -1.#IND0    4
   9    7    5   0.718521    -0.879934     0.000000     0.879934   -1.#IND0   -1.#IND0    4
  11    2  -12   0.718463     9.265235     0.000000      9.26523   -1.#IND0   -1.#IND0    4
   5   22   -6   0.718420     8.431537    -0.000000      8.43154   -1.#IND0   -1.#IND0    4
   6    8   12   0.718415     2.641120     0.000000      2.64112   -1.#IND0   -1.#IND0    4
  11    6   -8   0.718412    12.991570     0.000000      12.9916   -1.#IND0   -1.#IND0    4
   2   23   -8   0.718370    -6.853008     0.000000      6.85301   -1.#IND0   -1.#IND0    4
   1   21   10   0.718297     7.478100    -0.000000       7.4781   -1.#IND0   -1.#IND0    4
   0   18   14   0.718292     3.614532    -0.000000      3.61453   -1.#IND0   -1.#IND0    4
   6   21   -3   0.718258    -8.137802     0.000000       8.1378   -1.#IND0   -1.#IND0    4
   6   21   -5   0.718204    -1.096597     0.000000       1.0966   -1.#IND0   -1.#IND0    4
   3   12   15   0.718183     2.647255    -0.000000      2.64726   -1.#IND0   -1.#IND0    4
   4   20    7   0.718156    -9.576943     0.000000      9.57694   -1.#IND0   -1.#IND0    4
   2   22  -10   0.718125     4.901998    -0.000000        4.902   -1.#IND0   -1.#IND0    4
   8   17   -9   0.718110     1.971825    -0.000000      1.97183   -1.#IND0   -1.#IND0    4
   7   19   -1   0.718095    -4.350486    -0.000000      4.35049   -1.#IND0   -1.#IND0    4
   7   12    8   0.718042     7.077412    -0.000000      7.07741   -1.#IND0   -1.#IND0    4
   9    4    6   0.717952     0.615520    -0.000000      0.61552   -1.#IND0   -1.#IND0    4
   6    4   13   0.717949    -0.192505    -0.000000     0.192505   -1.#IND0   -1.#IND0    4
   9    9    4   0.717944     0.629141     0.000000     0.629141   -1.#IND0   -1.#IND0    4
